_key,categories/0,categories/1,categories/2,categories/3,query,title,categories/4,categories/5
169863,java,elasticsearch,heroku,solr,web analytics.txt,"Senior Java Software Engineer at Canva (Makati, Philippines)",mapreduce,
170315,kubernetes,tensorflow,node.js,apache-spark,ux.txt,"Software/Data Engineer at Vizual.ai (Baltimore, MD)",apache-kafka,
170323,java,amazon-web-services,node.js,spring-mvc,writing.txt,"Senior Software Engineer at Colaberry Data Analytics (Raleigh, NC)",,
170363,python,postgresql,hadoop,apache-spark,web analytics.txt,"Big Data Engineer (m/f) at relayr GmbH (München, Germany)",java,
170590,signal-processing,deep-learning,machine-learning,acoustics,visual c++.txt,"Software Engineer: Signal Processing / Machine Learning at Applied Research in Acoustics LLC (Washington, DC)",numerical-methods,
170827,node.js,symfony2,elasticsearch,reactjs,webpack.txt,"Senior Back-end Developer - NodeJS at LaFourchette - A TripAdvisor company (Paris, France)",,
170921,javascript,amazon-web-services,scala,python,windows 10.txt,"AWS Data - Sr Software Engineer (MY) at iflix (Kuala Lumpur, Malaysia)",spark-dataframe,
170969,c++,c,python,matlab,zen rails base application.txt,"SOFTWARE DEVELOPER  CAMERA-BASED FUNCTIONS for DRIVER ASSISTANCE and AUTOMATED at HELLA Aglaia Mobile Vision GmbH (Berlin, Deutschland)",simulink,
171057,scala,linux,apache,apache-spark,web analytics.txt,"Scala Developer - BT Australasia - Cyber Security Analytics at Hays plc (Sydney, Australia)",,
171264,python,machine-learning,r,sql,windows 10.txt,"Senior Data Scientist at Badoo (London, UK)",d3.js,
171271,python,nltk,scikit-learn,keras,zen rails base application.txt,"NLP Specialist at Sphere (London, UK)",tensorflow,
171309,machine-learning,java,c++,mapreduce,windows 10.txt,"Senior Modeling Scientist, Audience Platform at Quantcast (Bellevue, WA)",python,
171420,c++,oop,,,visual c++.txt,"Technical Software Specialist at Altair (Troy, MI)",,
171421,c++,python,qt,,windows.txt,"Sr. Software Engineer at Altair (Troy, MI)",,
171422,c#,.net,design,,zoho crm.txt,"Business Systems Developer/Administrator at Altair (Troy, MI)",,
171562,c#,.net,sql-server,wpf,xamarin test cloud.txt,"Passionate .NET Developer at Hive Marketing Cloud (Bradley Stoke, UK)",asp.net,
171690,data-science,data-mining,python,algorithms,working copy.txt,"Citibank - Data Scientist at Hays London City Cheapside (London, UK)",,
171770,python,node.js,ruby,java,wechat api.txt,"Software Engineer - Data Acquisition at Moz (Seattle, WA)",hadoop,
171967,sql,sas,informatica,etl,zend framework.txt,"Data Warehouse/ ETL-Developer (m/w) at Senacor Technologies AG (München, Deutschland)",data-warehouse,
172039,scala,linux,apache,security,with.txt,"Senior Scala Engineers for next generation R+D Cyber Security Program with BT at Hays plc (Sydney, Australia)",apache-spark,
172073,embedded,c,c++,algorithm,with.txt,"Embedded developer with love for control theory at Combine Control Systems AB (Gothenburg, Sweden)",matlab,
172083,r,data-science,bigdata,python,web.txt,"Data Science Consultant at delaware (Antwerpen, Belgium)",cortana-intelligence,
172110,hadoop,java,scala,spark,writing.txt,"Data Engineer - Hadoop at Hays (Raleigh, NC)",sql,
172186,amazon-web-services,hadoop,devops,spark-streaming,web-development.txt,"Big Data Software Engineer (m/f) at AIRBUS (Blagnac, France)",bigdata,
172189,scala,apache-spark,docker,java,yoga.txt,"Cloud Infrastructure Engineer (m/w)  Scala at plista GmbH (Berlin, Deutschland)",cloud,
172349,android,kotlin,tensorflow,mvvm,windows 10.txt,"Senior Android Mobile Engineer for Social Network in Stockholm at Fishbrain (Stockholm, Sweden)",,
172393,algorithm,machine-learning,python,r,windows server 2012.txt,"Quantitative Strategy Developer at Jetsmarter (Fort Lauderdale, FL)",,
172436,ruby-on-rails,microservices,go,elasticsearch,zen rails base application.txt,"Back-End Developer (Ruby, Go) - Make an impact on our millions of users! at Catawiki (Amsterdam, Netherlands)",reactjs,
172614,java,scala,hadoop,apache-spark,writing.txt,"Big Data Developer at Ultra Tendency (Berlin, Deutschland)",linux,
172697,java,mongodb,spring-boot,elasticsearch,wechat api.txt,"Backend-Entwickler (m/w) mit Schwerpunkt Webapplikation at marcapo GmbH (Bamberg, Deutschland)",microservices,
172784,java,machine-learning,hadoop,,zen rails base application.txt,"Java Engineer who likes enormous amounts of data at TomTom (Ghent, Belgium)",,
172828,javafx,postgresql,java,elasticsearch,zen rails base application.txt,"JAVA FX Developer (f/m) at PROEMION (Fulda, Deutschland)",github,
172842,oracle,mysql,postgresql,mongodb,xsd.txt,Data Architect at SemanticBits () (allows remote),elasticsearch,sysadmin
172895,reactjs,javascript,css,html5,websocket.txt,"Senior Front-end Engineer at MGH & BWH Center for Clinical Data Science (Boston, MA)",,
172924,angularjs,javascript,java,css3,zend framework.txt,"Web Frontend Developer (m/w) at ExB Research & Development GmbH (Leipzig, Deutschland)",rest,
172982,cloud,sql,database,bigdata,xamarin test cloud.txt,"(Senior) Data Engineer at BCG Platinion (Berlin, Deutschland)",azure,
172988,security,r,algorithm,,zen rails base application.txt,"Cryptographic Vulnerability Analyst - Entry/Mid-Level at National Security Agency (Fort Meade, MD)",,
173087,php,mysql,elasticsearch,rabbitmq,visual studio code.txt,"(Senior) Backend PHP Developer at Crowdfox GmbH (Köln, Deutschland)",git,
173135,python,mongodb,mysql,database,web.txt,"Real Estate Property Data Analyst at Real Geeks (Dallas, TX)",sysadmin,
173146,php,mysql,elasticsearch,percona-xtradb-cluster,x++.txt,"Backend PHP Developer at SocialSignIn (Birmingham, UK)",kubernetes,
173158,python,r,matlab,sql,web analytics.txt,"Experte für Big Data Analytics (m/w) at Julius Blum GmbH (Höchst, Österreich)",,
173255,javascript,go,reactjs,apache-kafka,zen rails base application.txt,"Software Engineer, Web / Data at ARISTA NETWORKS (Austin, TX)",hbase,
173557,r,python,spark,sql,yoga.txt,"Consulting Level Data Scientist  at Hays (Raleigh, NC)",git,
173947,c,c++,linux,matlab,wicket 7.txt,"Senior C++ Software Designer - Algorithms at ASML (Eindhoven, Netherlands)",agile,
174053,sql,teradata,data-modeling,business-intelligence,zen rails base application.txt,"Manager, Software Development at T-Mobile USA (Huntsville, AL)",data-warehouse,
174175,business-intelligence,rdbms,bigdata,data-visualization,wireless.txt,"Sr Engineer, Software at T-Mobile USA (Richardson, TX)",development-environment,
174234,php,rest,oop,elasticsearch,working copy.txt,"Backend Developer (PHP 7, Node.js) - one of Europe´s largest online marketplace at Shpock (Wien, Austria)",mongodb,
174279,ruby-on-rails,mysql,mongodb,php,zen rails base application.txt,"Programmer Analyst III at Memorial Sloan Kettering Cancer Center (New York, NY)",unix,
174439,database,sql,bigdata,data,treasure data.txt,"Data Architect (m/f) at Viessmann Group (Allendorf (Eder), Deutschland)",architecture,
174457,scala,hadoop,apache-spark,,unix.txt,"Spark / Scala Developer at IQVIA, The Human Data Science Company (London, UK)",,
174600,cloud,azure,amazon-web-services,c#,xamarin test cloud.txt,"DevOps Engineer - Keep our data safe and remote at Vanquis Bank (London, UK)",asp.net,sysadmin
174668,amazon-web-services,python,sql,,writing.txt,"Data Pipeline Engineer at Sharethrough (San Francisco, CA)",,
174706,scala,jvm,cloudera,big-data,working copy.txt,"Barclays - AVP Scala Developer  at Hays London City Cheapside (London, UK)",spark,
174713,aws-lambda,mapreduce,amazon-web-services,amazon-vpc,xamarin test cloud.txt,"Cloud Support Engineer (AWS) (192330W-01) at DuPont Pioneer (Johnston, IA)",amazon-cloudformation,sysadmin
174714,aws-lambda,amazon-web-services,lambda,mapreduce,windows 10.txt,"Senior Software Engineer (AWS) (192328W-01) at DuPont Pioneer (Johnston, IA)",amazon-cloudformation,sysadmin
175054,amazon,elasticsearch,python,ruby,web-frontend.txt,"Backend Developer at Mynewsdesk (Oslo, Norway)",java,
175121,bigdata,go,apache-spark,amazon-web-services,yarn.txt,"Platform Engineer (Devops) at The Quantium Group (Sydney, Australia)",,
180775,amazon-web-services,python,ansible,,xamarin test cloud.txt,"Cloud Optimisation Engineer - Suncorp - AWS , Python , Data Analysis at Hays plc (Sydney, Australia)",,
180871,r,python,sql,matlab,web scraping.txt,"Investment Analyst Developer at London CIV (London, UK)",c#,
181679,hadoop,python,pyspark,r,vision.txt,"Data Scientist (m/f/d) wanted to act out on a technical playground at GfK (Nürnberg, Deutschland)",statistics,
182888,c++,simulation,real-time,parallel-processing,windows.txt,"Software Developer Co-Simulation/CI/CD at VIRTUAL VEHICLE Research Center (Graz, Österreich)",,
183484,python,web-crawler,web-scraping,scrapy,web.txt,Python Developer - Web Crawling at Scrapinghub () (allows remote),data-science,
183985,c#,.net,wpf,azure,wpf.txt,"C# SQL Analyst Developer at Hays London City Cheapside (London, UK)",sql,
184364,elasticsearch,angular,c#,sql-server,wicket 7.txt,"Full-Stack Software Developer at Verify Brand (Plymouth, MN)",javascript,
184387,agile,salesforce,apex,json,zoho crm.txt,"Senior Salesforce Developer at Hays plc (Melbourne, Australia) (allows remote)",force.com,
184936,r,machine-learning,python,data-science,zen rails base application.txt,"Data Scientist/Engineer for Byron Bay based tech startup at The Merrier Pty Ltd (Byron Bay, Australia)",nosql,
185411,alm,excel,,,stuttgart.txt,"Testmanager (m/w) - 372997/1 at Hays plc (Stuttgart, Deutschland)",,
185432,agile,apache,c#,hadoop,windows.txt,"Software Engineers (various roles) at Viavi Solutions UK Ltd (Newbury, UK)",java,
185435,scala,c#,hadoop,,wifi direct.txt,"Software Engineers (various roles) at Viavi Solutions UK Ltd (London, UK)",,
185437,java,tdd,apache-spark,agile,xml.txt,"Developers (various roles) at Viavi Solutions UK Ltd (Newbury, UK)",hadoop,
186080,python,elasticsearch,rabbitmq,docker,zos.txt,"Python Developer at Zaaksysteem.nl (Amsterdam, Netherlands)",redis,
186359,user-interface,rest,apex,salesforce-lightning,visual objects.txt,"Sr Engineer, Software (Salesforce) at T-Mobile USA (Bellevue, WA)",soap,
186790,python,c++,go,,windows.txt,Senior Software Developer at Acronis Asia Research and Development Pte Ltd (Singapore),,
186791,python,sql,c++,go,windows server 2003.txt,Backend Developer at Acronis Asia Research and Development Pte Ltd (Singapore),,
186792,automation,qa,python,,zend framework.txt,Senior Quality Assurance Engineer (Automation Testing) at Acronis Asia Research and Development Pte Ltd (Singapore),,
187100,python,cloud,web-applications,simulation,xamarin test cloud.txt,"Research Software Engineer (multiple locations) at RAND Corporation (Washington, DC)",data-analysis,
187729,python,sql,ruby,amazon-web-services,workflow.txt,"Data Engineer at Fineway.ai (München, Germany)",nosql,
187751,scala,playframework,elasticsearch,amazon-web-services,writing.txt,"Senior Software Engineer (bullshit-free) (m/f) at Scout24 (München, Deutschland)",java,
187752,java,spring,agile,lucene,xp.txt,"Java Developer at Spartez (Gdask, Poland)",,
188154,java,docker,kubernetes,linux,unix.txt,"Senior / Lead Engineer (m/w) Cloud Services at NTT DATA Deutschland GmbH (München, Deutschland)",go,
188627,java,scala,apache-spark,,writer.txt,"Big Data Engineer at ZapLabs (Emeryville, CA)",,
188683,scrum,bigdata,kafka,hadoop,web.txt,"SENIOR DEVELOPER at eMundo GmbH (Ingolstadt, Deutschland)",java,
188685,java,hadoop,bigdata,gitlab,web.txt,"LEAD DEVELOPER at eMundo GmbH (Ingolstadt, Deutschland)",kafka,
188725,automation,python,jenkins,docker,windows xp.txt,"TestOps Engineer to develop decision-making AI at PROWLER.io (Cambridge, UK)",continuous-integration,
189050,ruby-on-rails,ruby,postgresql,sql,zen rails base application.txt,"Sr. Platform Engineer that loves AI at Mighty AI (Seattle, WA)",amazon-web-services,
189940,python,database,analytics,,zend framework.txt,"Machine Learning Scientists and Research Engineers at Fetch.AI (Cambridge, UK)",,
189941,c++,stl,multithreading,machine-learning,zend framework.txt,"Software Engineers at Fetch.AI (Cambridge, UK)",,
190154,ruby,sql,java,python,web starter kit.txt,"Sr. Engineer that Love Data Science at Mighty AI (Seattle, WA)",,
190161,java,apache-spark,apache-storm,cassandra,web analytics.txt,"Commonwealth Bank - Specialist Software Engineer - Big Data Analytics at Hays plc (Sydney, Australia)",scala,
190535,java,scala,microservices,,vps.txt,"Big Data Engineer, Backend at Numbrs (Zürich, Schweiz)",,
190552,apache-flink,distributed-system,bigdata,,zen rails base application.txt,"Senior Distributed Systems Engineer at data Artisans (Berlin, Germany)",,
190590,machine-learning,data-science,scala,java,ux.txt,"Engineering Lead - Data Science at Zalando SE (Berlin, Germany)",apache-spark,
190593,hadoop,python,,,zoho crm.txt,"Senior Data Engineer at numberly (1000mercis Group) (Paris-9E-Arrondissement, France)",,
191001,java,machine-learning,docker,kotlin,working copy.txt,"Backend Developer (Java) (m/f) - High Availability Core Technology (Hamburg) at mytaxi (Intelligent Apps GmbH) (Hamburg, Germany)",bamboo,
192102,node.js,reactjs,elasticsearch,google-cloud-platform,websphere portal.txt,"Node.js Software Engineer at Zoover & Weeronline (Amsterdam, Netherlands)",redux,
192979,hadoop,spark,,,ui5 library.txt,"Big Data Engineer - Digital Wealth at BlackRock (San Francisco, CA)",,
193000,vba,excel,sql,git,zen rails base application.txt,"Application Engineer (VBA) - Retail Operations at Zalando SE (Berlin, Deutschland)",api,
193032,ios,swift,objective-c,xcode,zen rails base application.txt,"Jnr iOS Developer Role. Learn, Develop, Grow, Progress. at Lionheart Applications (Bristol, UK)",machine-learning,
193038,linux,ansible,devops,docker,windows.txt,"Operations (devops) engineer for cutting-edge AI platform at PROWLER.io (Cambridge, UK)",automation,sysadmin
193678,c#-4.0,sql-server,mvvm,wpf,x++.txt,"C# Developer at Trailstone GmbH (Berlin, Germany)",excel-vba,
193842,elasticsearch,cloud,security,,xamarin test cloud.txt,Principal Security Engineer at Elastic () (allows remote),,
193981,r,machine-learning,tensorflow,python,websphere portal.txt,"SENIOR DATA SCIENTIST/machine learning /tensorflow /python /java /algorithms at Sixt GmbH & Co. Autovermietung KG (München, Deutschland)",nlp,
193996,python,amazon-web-services,amazon-ec2,amazon-redshift,writing.txt,"Python Data Engineer at SRS Investment Management (New York, NY)",sql,
194030,java,amazon-web-services,elasticsearch,spring,yarn.txt,"Java Developer at Picnic (Amsterdam, Netherlands)",postgresql,
194033,java,python,amazon-web-services,elasticsearch,yarn.txt,"Software Engineer at Picnic (Amsterdam, Netherlands)",postgresql,
194042,python,javascript,bigdata,cloud,xamarin test cloud.txt,"Senior Software Developer at SynerScope (Helvoirt, Netherlands)",,
194073,python,c++,sql,c,visual studio 2013.txt,"Utvecklare - Machine Learning at Neodev (Malmö, Sweden)",linux,
194173,java,hadoop,mysql,,zookeeper.txt,"Software Engineer - Backend at Uber (San Francisco, CA)",,
194196,security,threat-model,,,web-applications.txt,"Information Security Analyst at Wikimedia Foundation, Inc. (San Francisco, CA) (allows remote)",,
194245,python,devops,aws,cumulocity,version control.txt,"DevOps Datamining Platform for IoT (m/w) at fos4X GmbH (München, Deutschland)",data-warehouse,
194251,python,matlab,,,version control.txt,"Masterarbeit (m/w) Digital Business at fos4X GmbH (München, Deutschland)",,
194284,python,rest,amazon-web-services,docker,warehouse.txt,"Data Backend Engineer (Python) - Retail Operations at Zalando SE (Berlin, Deutschland)",api,
194298,ruby-on-rails,reactjs,python,tensorflow,zen rails base application.txt,"Senior Full Stack Software Engineer at Sodatone Music (Toronto, ON, Canada)",postgresql,
194323,java,elasticsearch,mongodb,javascript,zen rails base application.txt,"Senior Software Engineer at Captivation Software (Fort Meade, MD)",node.js,
194347,c++,c#,visual-studio,machine-learning,workflow.txt,"Senior Software Engineer C++ at CellaVision (Lund, Sweden)",image-processing,
194487,mongodb,elasticsearch,angularjs,javascript,windows server 2008.txt,"Mid-Senior Full Stack Developer at Vertmarkets Inc. (Horsham, PA)",c#,
194554,amazon-web-services,node.js,ruby,hadoop,web-applications.txt,"Software Architect - Consumer Platform at careerbuilder (Norcross, GA)",c#,
194613,r,data-science,google-cloud-platform,linux,workflow.txt,"Scientific Computing Lead - Data Engineer at Woods Hole Research Center (Falmouth, MA)",geospatial,sysadmin
194625,php,mysql,javascript,elasticsearch,zfs.txt,"Software Developer Professional Services Team at OXID eSales AG (Freiburg im Breisgau, Deutschland)",redis,
194673,sql-server,powerbi,tableau,,visualization.txt,"Client Success Analyst (Data Visualization) at MMIT (Managed Markets Insight & Technology) (Morrisville, PA)",,
194732,apache-kafka,java,amazon-web-services,apache-spark,x++.txt,"Data Engineer - Java/Scala/Python (M/F/X) at FlixBus (München, Germany)",,
194791,python,tableau,r,sysadmin,ux.txt,"Data Scientist (m|w) at Interhyp Gruppe (München, Deutschland)",,
194793,python,django,cassandra,elasticsearch,web.txt,"Python Developer at INCOPRO-IP (London, UK)",graph-theory,
194866,c#,automation,.net,software-design,wireless.txt,"Software Engineer in Automation at Sonova AG (Warsaw, Poland)",matlab,
194869,apache-spark,scala,hadoop,spark,yoga.txt,"Big Data Architect (m/f) for the evolution of our media big data platform at ProSiebenSat.1 Media SE (Munich, Germany)",exasolution,
194895,data-warehouse,sql,etl,python,tableau.txt,"Data Scientist (m/w) München at birkle IT AG (München, Deutschland)",shiny,
194940,d3.js,python,javascript,,zend framework.txt,"Tooling & Data Visualization Engineer at TGS (Irvine, CA)",,
194991,r,python,project-management,machine-learning,wicket 7.txt,"Data Scientist/Project Manager at GROUND Inc. (Tokyo, Japan)",data-analysis,
195079,nosql,google-cloud-platform,,,zen rails base application.txt,"Applications Architect (Big Data & Advanced Analytics) at UPS (Wayne, NJ)",,
195382,python,scala,apache-spark,reactjs,web analytics.txt,"Senior Software Engineer at OM1 (Boston, MA)",django,
195467,machine-learning,deep-learning,pytorch,python,vr.txt,"Machine Learning Scientist - Tokyo, Japan at EmbodyMe Inc. (Tokyo, Japan)",opencv,
195493,sql,talend,apache-spark,elasticsearch,wechat api.txt,"Data engineer / Developpeur data (H/F) at DECATHLON (Croix, France)",amazon-web-services,
195518,scala,scalability,scala-collections,functional-programming,zoho crm.txt,"Lead Data Engineer - Product at Showtime Networks (New York, NY)",imperative-programming,sysadmin
195710,c++,c,virtual-reality,simd,web starter kit.txt,"Lead Software Engineer - Computer Vision (m/f) at Hays plc (Zürich, Schweiz)",,
195765,salesforce,salesforce-lightning,apex-code,visualforce,writing.txt,"Salesforce Engineer (1+ years of Force experience) at a mediocre corporation (Carrollton, TX) (allows remote)",soql,
195825,java,spark,hive,sql,wechat api.txt,"   at Woowa Brothers (Sincheon-dong, South Korea)",,
195826,java,spark,hive,sql,wechat api.txt,"    at Woowa Brothers (Sincheon-dong, South Korea)",,
195835,hadoop,data-warehouse,analytics,business-intelligence,tooling.txt,"Informationsarchitekt/in Analytics at AXA Schweiz (Winterthur, Switzerland)",hive,
195884,.net,elasticsearch,rest,sql-server,visual studio 2015.txt,".NET Developer at Suzy (New York, NY)",entity-framework,
195949,elixir,ruby-on-rails,microservices,machine-learning,zen rails base application.txt,Backend Engineer - Money (Elixir) at Heetch () (allows remote),event-sourcing,
195983,apex,lightning,salesforce,crm,zoho crm.txt,"Salesforce Developer at Quicken Loans (Detroit, MI)",c#,
195989,deep-learning,machine-learning,artificial-intelligence,neural-network,vmware horizon suite.txt,"Data Scientist at Quicken Loans (Detroit, MI)",,
196089,database,sql,hadoop,python,zend framework.txt,"(Sydney) Data Engineer at Oliver Wyman Labs (Sydney, Australia)",nosql,
196094,sas,business-objects,r,sql,visual objects.txt,"DWH Analyst/in at Santander Consumer Bank GmbH (Wien, Österreich)",,
196110,java,aws,elasticsearch,linux,zend framework.txt,"Full-Stack w/ Web Services & Elk at Ridgeline International, Inc. (McLean, VA)",windows,
196189,apache-spark,spark,,,twilio functions.txt,Senior Software Engineer (Spark) - RegTech at KPMG Luxembourg (Luxembourg),,
196225,user-interface,machine-learning,cloud,data-analysis,xamarin test cloud.txt,"Junior Consultant Data & Technology (w/m) im MHP JumpStart Programm at MHP - A Porsche Company (Ludwigsburg, Deutschland)",artificial-intelligence,
196257,delphi,firebird,sql,oop,windows.txt,"Windows Desktop Developer für Data-Warehouse- & Business-Process-Software (m/w) at HKS Informatik GmbH (Moers, Deutschland)",multithreading,
196322,python,java,hadoop,,writing.txt,"Pythn at Skimlinks (Pozna, Poland)",,
196328,php,mysql,olap,google-analytics,web-frontend.txt,"Data Scientist / BI Developer (m/f) at A&O HOTELS and HOSTELS Holding AG (Berlin, Deutschland)",tableau,
196437,scala,r,java,python,x++.txt,"Data Engineer - Data Platform (M/F/X) at FlixBus (Berlin, Germany)",apache-spark,
196511,tcp,udp,php,python,working copy.txt,"Machine Learning Engineer - Working in Japan at LINE Corporation (Fukuoka, Japan)",hadoop,
196520,machine-learning,go,javascript,python,web-technologies.txt,"Software Engineer (Machine Learning and A.I) at IQVIA, The Human Data Science Company (London, UK)",scala,
196532,r,machine-learning,python,deep-learning,vmware horizon suite.txt,"Senior Data Scientist - Dynamic Pricing (M/F/X) at FlixBus (Berlin, Germany)",dynamic,
196557,r,python,machine-learning,data-science,x++.txt,"Principal Data Scientist - Dynamic Pricing (M/F/X) at FlixBus (Berlin, Germany)",sql,
196560,azure-eventhub,azure-stream-analytics,machine-learning,scala,working copy.txt,"Data Engineer at ZynBit (Raleigh, NC)",apache-spark,
196572,apex,salesforce,visualforce,salesforce-lightning,writing.txt,"WANTED: (JUNIOR) SALESFORCE DEVELOPER for our comparison portal at Verivox GmbH (Heidelberg, Germany)",,
196590,python,c++,tensorflow,machine-learning,zend framework.txt,"Obstacle Recognition, Localization and Tracking Engineer at DOT Technology Corp. (Regina, SK, Canada)",computer-vision,
196670,hadoop,amazon-web-services,apache-spark,hive,windows server 2012.txt,"Big Data Engineer in E-commerce at YOOX NET-A-PORTER GROUP (Bologna, Italy)",etl,sysadmin
196681,machine-learning,r,python,matlab,vps.txt,"Senior Data Scientist (Credit Risk Modelling) at Friendly Score (London, UK)",sas,
196720,java,kotlin,elasticsearch,graphql,zoom.txt,"Senior Full-Stack Java/Kotlin Developer at reDock (Montreal, QC, Canada)",git,
196926,python,apache-spark,postgresql,tensorflow,wechat api.txt,"Senior Data Engineer at Duedil (London, UK)",elasticsearch,
197120,ruby-on-rails,postgresql,python,amazon-s3,zend framework.txt,"Data Engineer at HomeLight (San Francisco, CA)",hive,
197138,python,flask,celery,postgresql,zend framework.txt,"Senior Software Engineer (Python) at EclecticIQ (Amsterdam, Netherlands)",elasticsearch,
197330,react,ruby,ruby-on-rails,elasticsearch,zen rails base application.txt,"(Senior) Software Engineer (m/f/d) - Ruby on Rails at XING SE (Munich, Germany)",docker,
197492,machine-learning,hadoop,java,deep-learning,writing.txt,"Senior Software Engineer, Machine Learning at SmartNews (San Francisco, CA)",,
197741,java,kotlin,javascript,clojure,writing.txt,"Hackers wanted - Looking for Developers (m/f) and Machine Learning Experts (m/f) at freiheit.com technologies gmbh (Lissabon, Portugal)",go,
197795,elasticsearch,talend,hadoop,google-bigquery,wechat api.txt,"Big Data Engineer (m/w) at Conrad Electronic SE (Hirschau, Deutschland)",angular,
197822,sql,sql-server,ssis,,windows 10.txt,"Data Engineer at Angie's List (Indianapolis, IN)",,
197834,android,reverse-engineering,code-analysis,java,xposed.txt,"Android Developer / Reverse Engineer at Data Theorem, Inc. (Palo Alto, CA)",security,
197855,amazon-web-services,nosql,sql,amazon-dynamodb,xamarin test cloud.txt,"Data Professional & Cloud Enthusiast at Ai-Media (North Sydney, Australia)",mongodb,
197856,c++,agile,automotive,algorithm,xamarin test cloud.txt,"Research Engineer at TomTom (Amsterdam, Netherlands)",cloud,
197884,amazon-web-services,web-services,lambda,amazon-kinesis,working copy.txt,"Senior AWS Data Pipeline Engineer (Amsterdam) at trivago N.V. (Amsterdam, Netherlands)",amazon-s3,
197918,sql,atl,aws,python,websphere 8.txt,"Team Lead Data Engineering for Markets at Zalando SE (Berlin, Germany)",,
197949,elasticsearch,ruby,system,,x++.txt,Site Reliability Engineer- Europe at Elastic () (allows remote),,
198023,r,machine-learning,python,java,zend framework.txt,"Lead Data Scientist at BCG Digital Ventures (Sydney, Australia)",c++,
198054,amazon-web-services,machine-learning,agile,,xamarin test cloud.txt,"Principal Cloud Platform Engineer at Comcast (Philadelphia, PA)",,
198085,ruby-on-rails,postgresql,amazon-web-services,reactjs,zen rails base application.txt,"Full-Stack Engineer who Like to be Challenged at RootsRated Media (Atlanta, GA)",elasticsearch,
198104,elasticsearch,ruby-on-rails,python,,zen rails base application.txt,Search-Site Reliability Engineer at Elastic () (allows remote),,
198122,python,google-cloud-platform,automation,security,writing.txt,"Python Backend / Automation Engineer at Data Theorem, Inc. (Paris, France)",web-services,
198201,scala,apache-spark,amazon-web-services,apache-kafka,white box.txt,"Big Data Tech Lead at comparethemarket.com (London, UK)",terraform,
198218,hadoop,apache-spark,python,hbase,zookeeper.txt,"Big Data Hadoop Engineer at Eagle Investment Systems (Wellesley, MA)",apache-kafka,
198265,c#,webgl,three.js,d3.js,windows server.txt,"2d & 3d Graphics Software Developer at MapLarge (Atlanta, GA) (allows remote)",opengl,
198278,python,machine-learning,pyspark,data-science,treasure data.txt,"Advanced Data Analyst / Data Scientist at Coolblue (Rotterdam, Netherlands)",,
198279,python,machine-learning,pyspark,data-science,treasure data.txt,"Advanced Data Analyst / Data Scientist at Coolblue (Rotterdam, Netherlands)",,
198356,java,c,c++,python,xamarin test cloud.txt,"Software Engineer, Cloud Machine Learning at Google (Mountain View, CA)",neural-network,
198400,javascript,vue.js,d3.js,redux,white box.txt,"Senior Software Engineer (FrontEnd), Internet Intelligence at ThousandEyes (San Francisco, CA)",webpack,
198402,javascript,vue.js,d3.js,redux,white box.txt,"Senior Software Engineer (FrontEnd), Endpoint at ThousandEyes (London, UK)",webpack,
198470,c#,aws,iot,elasticsearch,xml.txt,"Software Engineer (IoT) at Genesis10 (Eden Prairie, MN)",,
198477,scala,nosql,amazon-web-services,java,ui5 library.txt,"Software Engineer - Personalization (Scala) - Berlin at Zalando SE (Berlin, Germany)",apache-spark,
198510,elasticsearch,reactjs,ruby-on-rails,,zen rails base application.txt,Full Stack Engineer- Ruby on Rails at Elastic () (allows remote),,
198525,amazon-web-services,cloud,lambda,nosql,xamarin test cloud.txt,"Full Stack Cloud Developer at Ai-Media (North Sydney, Australia)",javascript,
198528,python,pandas,data-science,sql,with.txt,"Data Engineer (m/f) in Karlsruhe/Hamburg at Blue Yonder GmbH (Karlsruhe, Deutschland)",dask,
198531,python,sql,docker,java,t sql.txt,"Junior Software Developer (m/f) für Machine Learning Platform / Werkstudent at Blue Yonder GmbH (Karlsruhe, Deutschland)",azure,
198541,c++,python,qt,bigdata,visual c++.txt,"Softwareentwickler (Python) für Mess- und Analysesysteme (m/w) at Müller-BBM VibroAkustik Systeme GmbH (Planegg, Deutschland)",microservices,
198598,c++,qt,elasticsearch,c#,workday.txt,"C++/C# Senior Software Engineer at IHS Markit (Boulder, CO)",java,
198628,sql,python,airflow,amazon-redshift,workflow.txt,"Senior Analytics Engineer at Roman (New York, NY)",pandas,
198630,javascript,graphql,three.js,reactjs,xamarin test cloud.txt,"Senior UI Developer at Cloud IQ (London, UK)",d3.js,
198634,hadoop,python,nosql,,visual objects.txt,"Senior Big Data Engineer at AdRoll Group (San Francisco, CA)",,
198639,r,machine-learning,,,visual objects.txt,"Senior Product Manager, Data Science & Machine Learning at AdRoll Group (San Francisco, CA)",,
198692,ssis,sql-server,reporting-services,data-warehouse,windows server.txt,"Senior SSIS Developer/Data Engineer - 33Bn Asset Manager at Intermediate Capital Group (Leeds, UK)",python,
198725,android,http,api,rest,wechat api.txt,"(Senior) Data Scientist (m/f) at XING SE (Hamburg, Germany)",,
198855,amazon-web-services,python,apache-spark,hadoop,windows server.txt,"Data Engineer (m/f) for Germany's leading real-estate marketplace at Scout24 (Berlin, Germany)",hive,
198890,nosql,integration,,,writing.txt,"Data Platform Engineer - Investor Data at BlackRock (New York, NY)",,
198891,python,machine-learning,c++,,xml.txt,"Good Python Developer that has interest in Radars at Polaris Alpha (Colorado Springs, CO)",,
