categories/0,categories/1,categories/2,categories/3,categories/4,skill,title
c++,,,,,"c++,,,,","C++ Developer (f/m) for 3D/ Computer Vision at nFrames GmbH (Stuttgart, Deutschland)"
python-3.x,python,postgresql,sqlalchemy,flask,"python-3.x,python,postgresql,sqlalchemy,flask","Junior Python Backend Engineer at Accel-Backed Machine Learning Startup! at CheckRecipient (London, UK)"
python,r,amazon-web-services,machine-learning,sql,"python,r,amazon-web-services,machine-learning,sql","Data Scientist at BuzzFeed (New York, NY)"
web-services,python,java,,,"web-services,python,java,,","Engineer, AI Machine Learning - Comcast Applied AI at Comcast (Washington, DC)"
python,web-services,java,,,"python,web-services,java,,","AI/ML Researcher - Comcast Applied AI at Comcast (Washington, DC)"
java,kafka,storm,python,,"java,kafka,storm,python,","Software Engineer / Machine Learning - Java Backend at trivago GmbH (Düsseldorf, Germany)"
java,polymer,javascript,maven,elasticsearch,"java,polymer,javascript,maven,elasticsearch","Full Stack Java Developer at nuxeo (Paris, France)"
product,owner,,,,"product,owner,,,","Product Owner Data Science at Coolblue (Rotterdam, Netherlands)"
python,sql,hadoop,,,"python,sql,hadoop,,","Advanced Data Analyst / Data Scientist in Rotterdam at Coolblue (Rotterdam, Netherlands)"
python,rest,amazon-web-services,numpy,pandas,"python,rest,amazon-web-services,numpy,pandas","Senior Python Backend Engineer - Pricing & Forecasting at Zalando SE (Berlin, Germany)"
sql,qa,analysis,,,"sql,qa,analysis,,","Senior Data Quality Analyst at Experian Limited (Franklin, TN)"
cassandra,nosql,cloud,,,"cassandra,nosql,cloud,,","Big Data Technical Architect at Experian Limited (Costa Mesa, CA)"
scala,hadoop,amazon-web-services,sql,,"scala,hadoop,amazon-web-services,sql,","Senior Data Engineer at Rally Health (San Francisco, CA)"
testing,clojure,automated-tests,,,"testing,clojure,automated-tests,,","Analyst 4, Software Dev & Engineering at Comcast (Philadelphia, PA)"
architecture,prototyping,software-design,devops,bigdata,"architecture,prototyping,software-design,devops,bigdata","Technology Engineer at WindLogics (Saint Paul, MN)"
c++,low-latency,high-load,bigdata,ipc,"c++,low-latency,high-load,bigdata,ipc","C++ Developer at MetaQuotes Software (Limassol, Cyprus)"
python-3.x,numpy,pandas,functional-programming,flask,"python-3.x,numpy,pandas,functional-programming,flask","Advanced Python Engineer at Research Affiliates (Investment Systems) (Newport Beach, CA)"
python,tensorflow,amazon-web-services,time-series,java,"python,tensorflow,amazon-web-services,time-series,java","Head of Data Science - Pricing & Forecasting at Zalando SE (Berlin, Germany)"
hadoop,cloudera,java,bigdata,geospatial,"hadoop,cloudera,java,bigdata,geospatial","Java Developer- REMOTE at APEX Expert Solutions (Arlington, VA) (allows remote)"
cloud,web-services,design,jquery,rest,"cloud,web-services,design,jquery,rest","Sr. Salesforce Developer at Return Path (Broomfield, CO)"
python,mongodb,nlp,machine-learning,pandas,"python,mongodb,nlp,machine-learning,pandas","Change Public Health & Save Millions: Data Scientist, Software Engineers Wanted at Good Analytics () (allows remote)"
python,java,pandas,numpy,scipy,"python,java,pandas,numpy,scipy","(Senior) Consultant (w/m) Data Science & Artificial Intelligence at MHP - A Porsche Company (Ludwigsburg, Deutschland)"
machine-learning,hadoop,python,mongodb,nlp,"machine-learning,hadoop,python,mongodb,nlp","Data Scientist - Big Data Analytics Team at The Washington Post (Washington, DC)"
elasticsearch,sidekiq,ruby,ruby-on-rails,postgres,"elasticsearch,sidekiq,ruby,ruby-on-rails,postgres",Devops Engineer - Elasticsearch at BuzzSumo () (allows remote)
ruby-on-rails,javascript,go,elasticsearch,postgresql,"ruby-on-rails,javascript,go,elasticsearch,postgresql","Senior Software Engineer (RoR in Renewable Energy!) at Ampion (Boston, MA)"
java,etl,user-experience,hadoop,python,"java,etl,user-experience,hadoop,python","Data Architect at Bloomberg BNA (Washington, DC)"
c++,machine-learning,python,,,"c++,machine-learning,python,,","(Senior) Machine Learning Engineer for Autonomous Driving (f/m) at BMW Group (München, Deutschland)"
c++,qt,opengl,deep-learning,image-processing,"c++,qt,opengl,deep-learning,image-processing","Research Scientist for Medical Imaging / Senior Software Engineer at ImFusion GmbH (München, Deutschland)"
reactjs,css,python,html,pandas,"reactjs,css,python,html,pandas","Python / React Entwickler (m/w) at DuMont Process GmbH (Berlin, Deutschland)"
reactjs,javascript,sass,python-3.x,hadoop,"reactjs,javascript,sass,python-3.x,hadoop","Full Stack Developer at RTB House (Warsaw, Poland)"
hadoop,angularjs,google-bigquery,python-3.x,,"hadoop,angularjs,google-bigquery,python-3.x,","Data Scientist at RTB House (Warsaw, Poland)"
c++,3d,artificial-intelligence,unreal-engine4,,"c++,3d,artificial-intelligence,unreal-engine4,","Game Developer for Artificial General Intelligence at NNAISENSE (Lugano, Switzerland)"
salesforce,apex,sql,javascript,html,"salesforce,apex,sql,javascript,html","Salesforce CRM Developer at BTIG (New York, NY)"
python,javascript,java,amazon-web-services,machine-learning,"python,javascript,java,amazon-web-services,machine-learning","Software Engineer at Radical Convergence (Reston, VA)"
scala,java,apache,bigdata,machine-learning,"scala,java,apache,bigdata,machine-learning","Data Scientist m/w, Ippen Digital Group, Mediengruppe Münchner Merkur at Ippen Digital GmbH & Co. KG (München, Deutschland)"
automation,testing,python,unit-testing,performance,"automation,testing,python,unit-testing,performance","Software Engineer in Test to develop decision-making AI at PROWLER.io (Cambridge, UK)"
python,nosql,elastic-map-reduce,apache-kafka,etl,"python,nosql,elastic-map-reduce,apache-kafka,etl","Data Engineer at Checkr (San Francisco, CA)"
java,c#,spring,elasticsearch,angularjs,"java,c#,spring,elasticsearch,angularjs","Software Developer at UNISERV (Pforzheim, Deutschland)"
python,google-cloud-platform,automation,security,web-services,"python,google-cloud-platform,automation,security,web-services","Senior Python Backend / Automation Engineer at Data Theorem, Inc. (Palo Alto, CA)"
javascript,react,redux,recompose,node.js,"javascript,react,redux,recompose,node.js","Senior Programmer Analyst at industrialwebapps.com Inc. (IWA) (Sarnia, ON, Canada)"
python,elasticsearch,rest,,,"python,elasticsearch,rest,,","Backend Developer (f/m) at Retresco GmbH (Berlin, Deutschland)"
r,python,tensorflow,nlp,machine-learning,"r,python,tensorflow,nlp,machine-learning","Data Scientist | Machine Learning Specialist at cognify KG (Salzburg, Österreich)"
sql,json,shell,sas,r,"sql,json,shell,sas,r","Data Engineer (m/w) für Finanzmarktdaten at Quoniam Asset Management GmbH (Frankfurt am Main, Deutschland)"
python,r,java,bigdata,sql,"python,r,java,bigdata,sql",Data Engineer at Lynx Analytics (Singapore)
machine-learning,hadoop,amazon-web-services,hive,python,"machine-learning,hadoop,amazon-web-services,hive,python","Big Data Analyst / Data Scientist at P3 group GmbH (Aachen, Deutschland)"
scala,java,apache-spark,hadoop,python,"scala,java,apache-spark,hadoop,python","Data Platform Engineer - Hadoop & Spark for Cyber Security at Panaseer (London, UK)"
python,scikit-learn,numpy,tensorflow,sql,"python,scikit-learn,numpy,tensorflow,sql","Research Engineer / Data Scientist at Dafiti (Água Branca, Brazil)"
scala,angularjs,typescript,elasticsearch,akka,"scala,angularjs,typescript,elasticsearch,akka","Full Stack Developer (Senior) at everyLIFE Technologies Limited (Farnborough, UK)"
java,algorithm,machine-learning,jenkins,continuous-integration,"java,algorithm,machine-learning,jenkins,continuous-integration","Senior Java Software Engineer, who likes Devops at TomTom (Ghent, Belgium)"
operations-research,transport,,,,"operations-research,transport,,,","Sr. Operations Research Analyst (2010147115) at UPS (Lutherville-Timonium, MD)"
python,django,linux,elasticsearch,unit-testing,"python,django,linux,elasticsearch,unit-testing","Backend Developer (m/w) at Hornetsecurity (Hannover, Deutschland)"
scala,apache-spark,machine-learning,bigdata,python,"scala,apache-spark,machine-learning,bigdata,python","Senior Data Engineer (m/f) at crealytics GmbH (Berlin, Germany)"
computer-vision,machine-learning,c#,image-processing,c++,"computer-vision,machine-learning,c#,image-processing,c++","Machine vision application engineer at The Imaging Source Europe GmbH (Bremen, Germany)"
etl,linux,pentaho,talend,hadoop,"etl,linux,pentaho,talend,hadoop","Data Warehouse Engineer (m/f) in Online Gaming at Goodgame Studios (Hamburg, Germany)"
java,javascript,reactjs,clojure,go,"java,javascript,reactjs,clojure,go","Hackers wanted - Looking for Developers (m/f) and Machine Learning Experts (m/f) at freiheit.com technologies gmbh (Hamburg, Deutschland)"
html,css,java-8,hbase,spring,"html,css,java-8,hbase,spring","Java Developer - Brighton at Brandwatch (Stuttgart, Germany)"
python,elasticsearch,django,postgresql,redis,"python,elasticsearch,django,postgresql,redis","Backend Developer at Userlike (m/w) at Userlike.com (Köln, Germany)"
hadoop,java,scala,sql,python,"hadoop,java,scala,sql,python","Senior Software-Entwickler (m/w/*) mit Schwerpunkt Big-Data-Technologien at inovex GmbH (Hamburg, Germany)"
hadoop,java,scala,sql,python,"hadoop,java,scala,sql,python","Senior Software-Entwickler (m/w/*) mit Schwerpunkt Big-Data-Technologien at inovex GmbH (München, Germany)"
scala,spark,amazon-web-services,python,scalding,"scala,spark,amazon-web-services,python,scalding","Scala/Spark/Hadoop udvikler søges at LiveIntent Copenhagen (København, Denmark)"
c++,javascript,sql,.net,rpa,"c++,javascript,sql,.net,rpa","RPA / Automation Process Analyst at EY Switzerland (Zürich, Switzerland)"
x86,assembly,c,c++,ida,"x86,assembly,c,c++,ida","Reverse Engineer/Malware Analyst (All Experience Levels) at Cipher Tech Solutions, Inc (Linthicum Heights, MD)"
cloud,amazon-web-services,elasticsearch,php,architecture,"cloud,amazon-web-services,elasticsearch,php,architecture","Cloud Architect (m/w)  Standort Düsseldorf oder München at LionGate AG (München, Deutschland)"
typescript,javascript,elasticsearch,node.js,react-native,"typescript,javascript,elasticsearch,node.js,react-native",Software Engineer at Hugo Health () (allows remote)
python,mongodb,openstack,numpy,scipy,"python,mongodb,openstack,numpy,scipy","Quantitative Python Developer at Man AHL (London, UK)"
apache-spark,hadoop,bigdata,,,"apache-spark,hadoop,bigdata,,","Big Data Engineer at Cognizant Technology Solutions UK Ltd (London, UK)"
c++,python,computer-vision,robotics,,"c++,python,computer-vision,robotics,","3D Perception and Planning Engineer - Robotics at Canvas Construction, Inc (San Francisco, CA)"
c++,python,artificial-intelligence,tensorflow,,"c++,python,artificial-intelligence,tensorflow,","(Senior) Applied Scientist in Artificial Intelligence (f/m) at BMW Group (München, Deutschland)"
hadoop,bigdata,,,,"hadoop,bigdata,,,","Senior- / Manager (m/w) Consulting - Big Data Engineer at Deloitte Deutschland (Berlin, Germany)"
hadoop,spark,kafka,flink-sql,hbase,"hadoop,spark,kafka,flink-sql,hbase","(Solution) Software Architect (m/w) at Deloitte Deutschland (Berlin, Germany)"
c#,java,scala,hadoop,apache-kafka,"c#,java,scala,hadoop,apache-kafka","Senior (Solution-) Software Developer (m/w) at Deloitte Deutschland (Berlin, Germany)"
scala,hadoop,.net,java,,"scala,hadoop,.net,java,","Senior (Solution-) Software Projektleiter (m/w) at Deloitte Deutschland (Berlin, Germany)"
java,docker,kubernetes,linux,go,"java,docker,kubernetes,linux,go","DevOps Engineer (m/w) Cloud Services at NTT DATA Deutschland GmbH (Frankfurt am Main, Deutschland)"
amazon-web-services,apache-spark,python,java,scala,"amazon-web-services,apache-spark,python,java,scala","Data Platform Engineer - Protect the Internet at White Ops (New York, NY)"
sql,python,amazon-web-services,apache-spark,hadoop,"sql,python,amazon-web-services,apache-spark,hadoop","Senior Data Engineer (AWS, SQL, Python, Hadoop) at Northwestern Mutual (New York, NY)"
etl,sql,informatica,data-modeling,data-integration,"etl,sql,informatica,data-modeling,data-integration","Senior Data Engineer (SQL, ETL, Informatica) at Northwestern Mutual (Milwaukee, WI)"
solr,apache-spark,clojure,scala,reactjs,"solr,apache-spark,clojure,scala,reactjs","Senior Software Engineer - Scala, Clojure at Otravo (Amsterdam, Netherlands)"
scala,apache-spark,machine-learning,java,python,"scala,apache-spark,machine-learning,java,python","Tech Lead at Anchormen (Amsterdam, Netherlands)"
java,scala,apache-spark,bigdata,python,"java,scala,apache-spark,bigdata,python","Senior (Big) Data Engineer at Anchormen (Amsterdam, Netherlands)"
uml,scrum,kanban,java,c++,"uml,scrum,kanban,java,c++","Product Definition Analyst at Amadeus Nice (Biot, France)"
java,reactjs,sql,nlp,,"java,reactjs,sql,nlp,","Senior Machine Learning Engineer - Communications Intelligence at Bloomberg LP (New York, NY)"
python,numpy,qt,qgraphicsview,pyqtgraph,"python,numpy,qt,qgraphicsview,pyqtgraph","Python Developer (f/m) Electron Microscopy R&D at CEOS GmbH (Heidelberg, Germany)"
python,mysql,javascript,jupyter,sqlalchemy,"python,mysql,javascript,jupyter,sqlalchemy","Python Developer at Velocity Risk Underwriters (Nashville, TN)"
hadoop,apache-beam,google-bigquery,data-science,python,"hadoop,apache-beam,google-bigquery,data-science,python","Chapter Lead (m/w) Data Engineering Standort Stuttgart at Breuninger GmbH & Co. (Stuttgart, Deutschland)"
automation,design,testing,powershell,ibm,"automation,design,testing,powershell,ibm","Sr. Systems Programming Analyst at UPS (San Diego, CA)"
java,c#,data-visualization,user-interface,javascript,"java,c#,data-visualization,user-interface,javascript","Product Development Engineer at Tom Sawyer Software (Ciudad de México, Mexico)"
database,sql,mysql,sysadmin,python,"database,sql,mysql,sysadmin,python","Python Data Integration Engineer at Compucorp Ltd. (London, UK) (allows remote)"
java,sql,apache-spark,cassandra,postgresql,"java,sql,apache-spark,cassandra,postgresql","Software Engineer at Catalist (Washington, DC)"
sql,tsql,,,,"sql,tsql,,,","Application Performance Analyst at W.B. Mason Company, Inc. (Brockton, MA)"
tableau,r,python,sql,powerbi,"tableau,r,python,sql,powerbi","AVP - Data & Analytics at North Highland (London, UK)"
design,unix,c,c++,,"design,unix,c,c++,","Data Analysis Scientist - Machine Vision at Diamond Light Source Ltd (Didcot, UK)"
ruby-on-rails,javascript,mongodb,nosql,bigdata,"ruby-on-rails,javascript,mongodb,nosql,bigdata","Mobile Engineer on a global team in Tokyo at WOVN.io (Minato, Japan)"
java,performance,mapreduce,ansible,containers,"java,performance,mapreduce,ansible,containers","Site Reliability Engineer (SRE) at OUI.sncf (Puteaux, France)"
php,mysql,javascript,elasticsearch,symfony,"php,mysql,javascript,elasticsearch,symfony","Entwickler für shopware - eCommerce Software at shopware AG (Schöppingen, Deutschland)"
c,c++,robotics,computer-vision,machine-learning,"c,c++,robotics,computer-vision,machine-learning",Senior Robotics Developer / Specialist / Researcher at Aeolus Robotics () (allows remote)
mysql,amazon-web-services,mariadb,amazon-dynamodb,hadoop,"mysql,amazon-web-services,mariadb,amazon-dynamodb,hadoop","Database Administrator - Gogo Team at InterVenture (Beograd, Serbia)"
algorithm,machine-learning,deep-learning,python,,"algorithm,machine-learning,deep-learning,python,","Machine Learning Engineer at Radical Convergence (Reston, VA)"
sql,java,distributed-system,c,c++,"sql,java,distributed-system,c,c++","Software Engineer- Hot Big Data Start-Up in Santa Clara, CA or Hyderabad, India at Dremio (Mountain View, CA)"
c++,qt,3d,python,computer-vision,"c++,qt,3d,python,computer-vision","Software Engineer, 2D/3D at Foundry (London, UK)"
apex,salesforce,salesforce-lightning,lead,,"apex,salesforce,salesforce-lightning,lead,","Senior Salesforce Developer at Vandebron (Amsterdam, Netherlands)"
java,artificial-intelligence,postgresql,kafka,spark,"java,artificial-intelligence,postgresql,kafka,spark","DevOps Engineer für Automatisierungssoftware auf Basis künstlicher Intelligenz at solvatio AG (Rimpar, Deutschland)"
java,backend,database,apache-kafka,amazon-web-services,"java,backend,database,apache-kafka,amazon-web-services","Epic Games: Senior Big Data Engineer  Game Services at aTalent Recruiting (Helsinki, Finland)"
java,elasticsearch,heroku,solr,mapreduce,"java,elasticsearch,heroku,solr,mapreduce","Senior Java Software Engineer at Canva (Makati, Philippines)"
kubernetes,tensorflow,node.js,apache-spark,apache-kafka,"kubernetes,tensorflow,node.js,apache-spark,apache-kafka","Software/Data Engineer at Vizual.ai (Baltimore, MD)"
java,amazon-web-services,node.js,spring-mvc,,"java,amazon-web-services,node.js,spring-mvc,","Senior Software Engineer at Colaberry Data Analytics (Raleigh, NC)"
python,postgresql,hadoop,apache-spark,java,"python,postgresql,hadoop,apache-spark,java","Big Data Engineer (m/f) at relayr GmbH (München, Germany)"
signal-processing,deep-learning,machine-learning,acoustics,numerical-methods,"signal-processing,deep-learning,machine-learning,acoustics,numerical-methods","Software Engineer: Signal Processing / Machine Learning at Applied Research in Acoustics LLC (Washington, DC)"
node.js,symfony2,elasticsearch,reactjs,,"node.js,symfony2,elasticsearch,reactjs,","Senior Back-end Developer - NodeJS at LaFourchette - A TripAdvisor company (Paris, France)"
javascript,amazon-web-services,scala,python,spark-dataframe,"javascript,amazon-web-services,scala,python,spark-dataframe","AWS Data - Sr Software Engineer (MY) at iflix (Kuala Lumpur, Malaysia)"
c++,c,python,matlab,simulink,"c++,c,python,matlab,simulink","SOFTWARE DEVELOPER  CAMERA-BASED FUNCTIONS for DRIVER ASSISTANCE and AUTOMATED at HELLA Aglaia Mobile Vision GmbH (Berlin, Deutschland)"
scala,linux,apache,apache-spark,,"scala,linux,apache,apache-spark,","Scala Developer - BT Australasia - Cyber Security Analytics at Hays plc (Sydney, Australia)"
python,machine-learning,r,sql,d3.js,"python,machine-learning,r,sql,d3.js","Senior Data Scientist at Badoo (London, UK)"
python,nltk,scikit-learn,keras,tensorflow,"python,nltk,scikit-learn,keras,tensorflow","NLP Specialist at Sphere (London, UK)"
machine-learning,java,c++,mapreduce,python,"machine-learning,java,c++,mapreduce,python","Senior Modeling Scientist, Audience Platform at Quantcast (Bellevue, WA)"
c++,oop,,,,"c++,oop,,,","Technical Software Specialist at Altair (Troy, MI)"
c++,python,qt,,,"c++,python,qt,,","Sr. Software Engineer at Altair (Troy, MI)"
c#,.net,design,,,"c#,.net,design,,","Business Systems Developer/Administrator at Altair (Troy, MI)"
c#,.net,sql-server,wpf,asp.net,"c#,.net,sql-server,wpf,asp.net","Passionate .NET Developer at Hive Marketing Cloud (Bradley Stoke, UK)"
data-science,data-mining,python,algorithms,,"data-science,data-mining,python,algorithms,","Citibank - Data Scientist at Hays London City Cheapside (London, UK)"
python,node.js,ruby,java,hadoop,"python,node.js,ruby,java,hadoop","Software Engineer - Data Acquisition at Moz (Seattle, WA)"
sql,sas,informatica,etl,data-warehouse,"sql,sas,informatica,etl,data-warehouse","Data Warehouse/ ETL-Developer (m/w) at Senacor Technologies AG (München, Deutschland)"
scala,linux,apache,security,apache-spark,"scala,linux,apache,security,apache-spark","Senior Scala Engineers for next generation R+D Cyber Security Program with BT at Hays plc (Sydney, Australia)"
embedded,c,c++,algorithm,matlab,"embedded,c,c++,algorithm,matlab","Embedded developer with love for control theory at Combine Control Systems AB (Gothenburg, Sweden)"
r,data-science,bigdata,python,cortana-intelligence,"r,data-science,bigdata,python,cortana-intelligence","Data Science Consultant at delaware (Antwerpen, Belgium)"
hadoop,java,scala,spark,sql,"hadoop,java,scala,spark,sql","Data Engineer - Hadoop at Hays (Raleigh, NC)"
amazon-web-services,hadoop,devops,spark-streaming,bigdata,"amazon-web-services,hadoop,devops,spark-streaming,bigdata","Big Data Software Engineer (m/f) at AIRBUS (Blagnac, France)"
scala,apache-spark,docker,java,cloud,"scala,apache-spark,docker,java,cloud","Cloud Infrastructure Engineer (m/w)  Scala at plista GmbH (Berlin, Deutschland)"
android,kotlin,tensorflow,mvvm,,"android,kotlin,tensorflow,mvvm,","Senior Android Mobile Engineer for Social Network in Stockholm at Fishbrain (Stockholm, Sweden)"
algorithm,machine-learning,python,r,,"algorithm,machine-learning,python,r,","Quantitative Strategy Developer at Jetsmarter (Fort Lauderdale, FL)"
ruby-on-rails,microservices,go,elasticsearch,reactjs,"ruby-on-rails,microservices,go,elasticsearch,reactjs","Back-End Developer (Ruby, Go) - Make an impact on our millions of users! at Catawiki (Amsterdam, Netherlands)"
java,scala,hadoop,apache-spark,linux,"java,scala,hadoop,apache-spark,linux","Big Data Developer at Ultra Tendency (Berlin, Deutschland)"
java,mongodb,spring-boot,elasticsearch,microservices,"java,mongodb,spring-boot,elasticsearch,microservices","Backend-Entwickler (m/w) mit Schwerpunkt Webapplikation at marcapo GmbH (Bamberg, Deutschland)"
java,machine-learning,hadoop,,,"java,machine-learning,hadoop,,","Java Engineer who likes enormous amounts of data at TomTom (Ghent, Belgium)"
javafx,postgresql,java,elasticsearch,github,"javafx,postgresql,java,elasticsearch,github","JAVA FX Developer (f/m) at PROEMION (Fulda, Deutschland)"
oracle,mysql,postgresql,mongodb,elasticsearch,"oracle,mysql,postgresql,mongodb,elasticsearch",Data Architect at SemanticBits () (allows remote)
reactjs,javascript,css,html5,,"reactjs,javascript,css,html5,","Senior Front-end Engineer at MGH & BWH Center for Clinical Data Science (Boston, MA)"
angularjs,javascript,java,css3,rest,"angularjs,javascript,java,css3,rest","Web Frontend Developer (m/w) at ExB Research & Development GmbH (Leipzig, Deutschland)"
cloud,sql,database,bigdata,azure,"cloud,sql,database,bigdata,azure","(Senior) Data Engineer at BCG Platinion (Berlin, Deutschland)"
security,r,algorithm,,,"security,r,algorithm,,","Cryptographic Vulnerability Analyst - Entry/Mid-Level at National Security Agency (Fort Meade, MD)"
php,mysql,elasticsearch,rabbitmq,git,"php,mysql,elasticsearch,rabbitmq,git","(Senior) Backend PHP Developer at Crowdfox GmbH (Köln, Deutschland)"
python,mongodb,mysql,database,sysadmin,"python,mongodb,mysql,database,sysadmin","Real Estate Property Data Analyst at Real Geeks (Dallas, TX)"
php,mysql,elasticsearch,percona-xtradb-cluster,kubernetes,"php,mysql,elasticsearch,percona-xtradb-cluster,kubernetes","Backend PHP Developer at SocialSignIn (Birmingham, UK)"
python,r,matlab,sql,,"python,r,matlab,sql,","Experte für Big Data Analytics (m/w) at Julius Blum GmbH (Höchst, Österreich)"
javascript,go,reactjs,apache-kafka,hbase,"javascript,go,reactjs,apache-kafka,hbase","Software Engineer, Web / Data at ARISTA NETWORKS (Austin, TX)"
r,python,spark,sql,git,"r,python,spark,sql,git","Consulting Level Data Scientist  at Hays (Raleigh, NC)"
c,c++,linux,matlab,agile,"c,c++,linux,matlab,agile","Senior C++ Software Designer - Algorithms at ASML (Eindhoven, Netherlands)"
sql,teradata,data-modeling,business-intelligence,data-warehouse,"sql,teradata,data-modeling,business-intelligence,data-warehouse","Manager, Software Development at T-Mobile USA (Huntsville, AL)"
business-intelligence,rdbms,bigdata,data-visualization,development-environment,"business-intelligence,rdbms,bigdata,data-visualization,development-environment","Sr Engineer, Software at T-Mobile USA (Richardson, TX)"
php,rest,oop,elasticsearch,mongodb,"php,rest,oop,elasticsearch,mongodb","Backend Developer (PHP 7, Node.js) - one of Europe´s largest online marketplace at Shpock (Wien, Austria)"
ruby-on-rails,mysql,mongodb,php,unix,"ruby-on-rails,mysql,mongodb,php,unix","Programmer Analyst III at Memorial Sloan Kettering Cancer Center (New York, NY)"
database,sql,bigdata,data,architecture,"database,sql,bigdata,data,architecture","Data Architect (m/f) at Viessmann Group (Allendorf (Eder), Deutschland)"
scala,hadoop,apache-spark,,,"scala,hadoop,apache-spark,,","Spark / Scala Developer at IQVIA, The Human Data Science Company (London, UK)"
cloud,azure,amazon-web-services,c#,asp.net,"cloud,azure,amazon-web-services,c#,asp.net","DevOps Engineer - Keep our data safe and remote at Vanquis Bank (London, UK)"
amazon-web-services,python,sql,,,"amazon-web-services,python,sql,,","Data Pipeline Engineer at Sharethrough (San Francisco, CA)"
scala,jvm,cloudera,big-data,spark,"scala,jvm,cloudera,big-data,spark","Barclays - AVP Scala Developer  at Hays London City Cheapside (London, UK)"
aws-lambda,mapreduce,amazon-web-services,amazon-vpc,amazon-cloudformation,"aws-lambda,mapreduce,amazon-web-services,amazon-vpc,amazon-cloudformation","Cloud Support Engineer (AWS) (192330W-01) at DuPont Pioneer (Johnston, IA)"
aws-lambda,amazon-web-services,lambda,mapreduce,amazon-cloudformation,"aws-lambda,amazon-web-services,lambda,mapreduce,amazon-cloudformation","Senior Software Engineer (AWS) (192328W-01) at DuPont Pioneer (Johnston, IA)"
amazon,elasticsearch,python,ruby,java,"amazon,elasticsearch,python,ruby,java","Backend Developer at Mynewsdesk (Oslo, Norway)"
bigdata,go,apache-spark,amazon-web-services,,"bigdata,go,apache-spark,amazon-web-services,","Platform Engineer (Devops) at The Quantium Group (Sydney, Australia)"
amazon-web-services,python,ansible,,,"amazon-web-services,python,ansible,,","Cloud Optimisation Engineer - Suncorp - AWS , Python , Data Analysis at Hays plc (Sydney, Australia)"
r,python,sql,matlab,c#,"r,python,sql,matlab,c#","Investment Analyst Developer at London CIV (London, UK)"
hadoop,python,pyspark,r,statistics,"hadoop,python,pyspark,r,statistics","Data Scientist (m/f/d) wanted to act out on a technical playground at GfK (Nürnberg, Deutschland)"
c++,simulation,real-time,parallel-processing,,"c++,simulation,real-time,parallel-processing,","Software Developer Co-Simulation/CI/CD at VIRTUAL VEHICLE Research Center (Graz, Österreich)"
python,web-crawler,web-scraping,scrapy,data-science,"python,web-crawler,web-scraping,scrapy,data-science",Python Developer - Web Crawling at Scrapinghub () (allows remote)
c#,.net,wpf,azure,sql,"c#,.net,wpf,azure,sql","C# SQL Analyst Developer at Hays London City Cheapside (London, UK)"
elasticsearch,angular,c#,sql-server,javascript,"elasticsearch,angular,c#,sql-server,javascript","Full-Stack Software Developer at Verify Brand (Plymouth, MN)"
agile,salesforce,apex,json,force.com,"agile,salesforce,apex,json,force.com","Senior Salesforce Developer at Hays plc (Melbourne, Australia) (allows remote)"
r,machine-learning,python,data-science,nosql,"r,machine-learning,python,data-science,nosql","Data Scientist/Engineer for Byron Bay based tech startup at The Merrier Pty Ltd (Byron Bay, Australia)"
alm,excel,,,,"alm,excel,,,","Testmanager (m/w) - 372997/1 at Hays plc (Stuttgart, Deutschland)"
agile,apache,c#,hadoop,java,"agile,apache,c#,hadoop,java","Software Engineers (various roles) at Viavi Solutions UK Ltd (Newbury, UK)"
scala,c#,hadoop,,,"scala,c#,hadoop,,","Software Engineers (various roles) at Viavi Solutions UK Ltd (London, UK)"
java,tdd,apache-spark,agile,hadoop,"java,tdd,apache-spark,agile,hadoop","Developers (various roles) at Viavi Solutions UK Ltd (Newbury, UK)"
python,elasticsearch,rabbitmq,docker,redis,"python,elasticsearch,rabbitmq,docker,redis","Python Developer at Zaaksysteem.nl (Amsterdam, Netherlands)"
user-interface,rest,apex,salesforce-lightning,soap,"user-interface,rest,apex,salesforce-lightning,soap","Sr Engineer, Software (Salesforce) at T-Mobile USA (Bellevue, WA)"
python,c++,go,,,"python,c++,go,,",Senior Software Developer at Acronis Asia Research and Development Pte Ltd (Singapore)
python,sql,c++,go,,"python,sql,c++,go,",Backend Developer at Acronis Asia Research and Development Pte Ltd (Singapore)
automation,qa,python,,,"automation,qa,python,,",Senior Quality Assurance Engineer (Automation Testing) at Acronis Asia Research and Development Pte Ltd (Singapore)
python,cloud,web-applications,simulation,data-analysis,"python,cloud,web-applications,simulation,data-analysis","Research Software Engineer (multiple locations) at RAND Corporation (Washington, DC)"
python,sql,ruby,amazon-web-services,nosql,"python,sql,ruby,amazon-web-services,nosql","Data Engineer at Fineway.ai (München, Germany)"
scala,playframework,elasticsearch,amazon-web-services,java,"scala,playframework,elasticsearch,amazon-web-services,java","Senior Software Engineer (bullshit-free) (m/f) at Scout24 (München, Deutschland)"
java,spring,agile,lucene,,"java,spring,agile,lucene,","Java Developer at Spartez (Gdask, Poland)"
java,docker,kubernetes,linux,go,"java,docker,kubernetes,linux,go","Senior / Lead Engineer (m/w) Cloud Services at NTT DATA Deutschland GmbH (München, Deutschland)"
java,scala,apache-spark,,,"java,scala,apache-spark,,","Big Data Engineer at ZapLabs (Emeryville, CA)"
scrum,bigdata,kafka,hadoop,java,"scrum,bigdata,kafka,hadoop,java","SENIOR DEVELOPER at eMundo GmbH (Ingolstadt, Deutschland)"
